Customer_ID,recency,frequency,monetary,Recency_segment,Frequency_segment,Monetary_Segment
DW-135401,3905,8,3800,Dormant,Occasional,"High Spender"
JK-160903,3915,14,3798,Dormant,Frequent,"High Spender"
ML-174103,3942,13,3794,Dormant,Frequent,"High Spender"
RB-193301,4034,20,3794,Dormant,Frequent,"High Spender"
MM-179204,3900,16,3793,Dormant,Frequent,"High Spender"
AS-1352,3985,8,3792,Dormant,Occasional,"High Spender"
SW-203501,3961,7,3791,Dormant,Occasional,"High Spender"
CA-119654,3989,10,3789,Dormant,Frequent,"High Spender"
JL-51303,4090,14,3787,Dormant,Frequent,"High Spender"
MG-176504,3922,14,3785,Dormant,Frequent,"High Spender"
JA-159701,3893,7,3780,Dormant,Occasional,"High Spender"
WB-218503,3997,14,3780,Dormant,Frequent,"High Spender"
JK-156251,3894,14,3778,Dormant,Frequent,"High Spender"
EH-137652,4066,12,3774,Dormant,Frequent,"High Spender"
CS-119501,4014,12,3771,Dormant,Frequent,"High Spender"
LD-168553,3935,25,3770,Dormant,Frequent,"High Spender"
NS-185052,3955,20,3767,Dormant,Frequent,"High Spender"
MD-173504,4010,17,3766,Dormant,Frequent,"High Spender"
CR-26253,4032,7,3763,Dormant,Occasional,"High Spender"
JK-156254,3954,12,3762,Dormant,Frequent,"High Spender"
MH-172901,4306,13,3762,Dormant,Frequent,"High Spender"
BD-115001,3981,6,3761,Dormant,Occasional,"High Spender"
DE-132551,3912,12,3761,Dormant,Frequent,"High Spender"
AM-103603,3989,19,3759,Dormant,Frequent,"High Spender"
BO-113501,4032,15,3754,Dormant,Frequent,"High Spender"
JK-160904,3921,9,3748,Dormant,Occasional,"High Spender"
GW-146052,3911,12,3745,Dormant,Frequent,"High Spender"
EH-141852,4116,9,3744,Dormant,Occasional,"High Spender"
JE-157451,4082,20,3743,Dormant,Frequent,"High Spender"
DJ-134203,4325,16,3740,Dormant,Frequent,"High Spender"
CM-121152,4360,10,3738,Dormant,Frequent,"High Spender"
FM-142904,3929,20,3737,Dormant,Frequent,"High Spender"
BS-116652,3922,14,3734,Dormant,Frequent,"High Spender"
SC-202604,4080,18,3732,Dormant,Frequent,"High Spender"
DW-135403,3987,15,3729,Dormant,Frequent,"High Spender"
BN-114702,3928,10,3729,Dormant,Frequent,"High Spender"
MC-176052,4362,11,3719,Dormant,Frequent,"High Spender"
BD-116051,4159,10,3719,Dormant,Frequent,"High Spender"
CK-123253,3954,24,3713,Dormant,Frequent,"High Spender"
XP-218651,4023,15,3705,Dormant,Frequent,"High Spender"
SL-201552,3922,15,3701,Dormant,Frequent,"High Spender"
MS-175302,3908,8,3698,Dormant,Occasional,"High Spender"
DB-33601,4327,7,3691,Dormant,Occasional,"High Spender"
HG-150254,3899,11,3690,Dormant,Frequent,"High Spender"
AS-102402,3936,20,3688,Dormant,Frequent,"High Spender"
VF-217151,3941,13,3686,Dormant,Frequent,"High Spender"
MM-179201,3937,11,3683,Dormant,Frequent,"High Spender"
BP-111854,3894,18,3676,Dormant,Frequent,"High Spender"
MC-172753,4035,14,3672,Dormant,Frequent,"High Spender"
SJ-201252,3925,16,3671,Dormant,Frequent,"High Spender"
GM-45001,3997,6,3670,Dormant,Occasional,"High Spender"
RS-197652,3936,6,3669,Dormant,Occasional,"High Spender"
NM-184453,3923,18,3664,Dormant,Frequent,"High Spender"
KD-163452,4024,7,3658,Dormant,Occasional,"High Spender"
LP-170954,3902,15,3654,Dormant,Frequent,"High Spender"
JD-61502,3914,15,3652,Dormant,Frequent,"High Spender"
LR-170353,3938,19,3652,Dormant,Frequent,"High Spender"
CS-124004,3895,14,3651,Dormant,Frequent,"High Spender"
GH-44251,3976,16,3649,Dormant,Frequent,"High Spender"
PK-189103,3991,15,3644,Dormant,Frequent,"High Spender"
AG-106751,4662,13,3644,Dormant,Frequent,"High Spender"
EB-137054,3941,12,3643,Dormant,Frequent,"High Spender"
CY-127452,4012,16,3642,Dormant,Frequent,"High Spender"
LS-172451,4117,12,3639,Dormant,Frequent,"High Spender"
JP-155204,3901,16,3638,Dormant,Frequent,"High Spender"
RH-195551,3965,10,3631,Dormant,Frequent,"High Spender"
IL-151003,4115,16,3630,Dormant,Frequent,"High Spender"
SZ-200354,3928,20,3628,Dormant,Frequent,"High Spender"
HA-149053,3971,15,3627,Dormant,Frequent,"High Spender"
RH-194954,3925,8,3622,Dormant,Occasional,"High Spender"
SH-199751,3918,14,3622,Dormant,Frequent,"High Spender"
AH-104653,3963,13,3621,Dormant,Frequent,"High Spender"
NG-184302,3920,14,3620,Dormant,Frequent,"High Spender"
BP-111553,3935,9,3610,Dormant,Occasional,"High Spender"
MP-174703,4280,15,3608,Dormant,Frequent,"High Spender"
MT-178152,3986,12,3607,Dormant,Frequent,"High Spender"
AG-106753,4293,12,3606,Dormant,Frequent,"High Spender"
JD-157901,4221,13,3605,Dormant,Frequent,"High Spender"
GT-146352,3958,16,3599,Dormant,Frequent,"High Spender"
DS-131801,4011,9,3598,Dormant,Occasional,"High Spender"
CT-119952,4091,11,3598,Dormant,Frequent,"High Spender"
BT-113951,3978,12,3596,Dormant,Frequent,"High Spender"
NK-184903,4130,16,3592,Dormant,Frequent,"High Spender"
HD-147852,3991,12,3591,Dormant,Frequent,"High Spender"
AH-101202,4006,13,3590,Dormant,Frequent,"High Spender"
AG-103302,4042,20,3590,Dormant,Frequent,"High Spender"
TB-211754,3951,11,3589,Dormant,Frequent,"High Spender"
KE-164201,4042,19,3589,Dormant,Frequent,"High Spender"
GZ-45453,3923,5,3585,Dormant,Occasional,"High Spender"
GM-144404,3976,11,3583,Dormant,Frequent,"High Spender"
JM-152502,3934,8,3565,Dormant,Occasional,"High Spender"
SC-205753,3920,14,3563,Dormant,Frequent,"High Spender"
KD-162702,3999,13,3562,Dormant,Frequent,"High Spender"
HG-148451,3905,29,3561,Dormant,Frequent,"High Spender"
EM-142002,3979,15,3557,Dormant,Frequent,"High Spender"
HW-149351,3962,17,3557,Dormant,Frequent,"High Spender"
HR-147702,3972,11,3553,Dormant,Frequent,"High Spender"
SP-208603,4098,11,3553,Dormant,Frequent,"High Spender"
CM-119351,4018,8,3551,Dormant,Occasional,"High Spender"
GM-146801,3894,21,3550,Dormant,Frequent,"High Spender"
YS-218801,4126,5,3547,Dormant,Occasional,"High Spender"
BD-117702,4090,9,3543,Dormant,Occasional,"High Spender"
JB-159252,4473,10,3542,Dormant,Frequent,"High Spender"
DL-134954,3969,12,3540,Dormant,Frequent,"High Spender"
BF-110053,3984,19,3540,Dormant,Frequent,"High Spender"
CG-125202,3943,15,3538,Dormant,Frequent,"High Spender"
SJ-202151,4080,19,3535,Dormant,Frequent,"High Spender"
AR-104052,4004,20,3532,Dormant,Frequent,"High Spender"
CS-119503,4465,12,3530,Dormant,Frequent,"High Spender"
CS-121302,4363,12,3528,Dormant,Frequent,"High Spender"
SC-200951,4105,10,3523,Dormant,Frequent,"High Spender"
EL-137352,4038,13,3520,Dormant,Frequent,"High Spender"
AJ-109453,3921,9,3517,Dormant,Occasional,"High Spender"
RP-198551,3914,12,3516,Dormant,Frequent,"High Spender"
AH-106902,3923,20,3514,Dormant,Frequent,"High Spender"
BD-116201,4030,19,3514,Dormant,Frequent,"High Spender"
JK-160902,3901,21,3514,Dormant,Frequent,"High Spender"
ES-140204,3933,8,3511,Dormant,Occasional,"High Spender"
RB-193602,3968,13,3511,Dormant,Frequent,"High Spender"
SC-203052,3956,19,3511,Dormant,Frequent,"High Spender"
JR-156702,3905,8,3510,Dormant,Occasional,"High Spender"
JH-161801,3943,17,3505,Dormant,Frequent,"High Spender"
DM-135252,3951,9,3505,Dormant,Occasional,"High Spender"
RR-195251,4220,11,3504,Dormant,Frequent,"High Spender"
BM-116503,4091,11,3497,Dormant,Frequent,"High Spender"
HF-149952,3976,18,3497,Dormant,Frequent,"High Spender"
RW-196904,3972,15,3495,Dormant,Frequent,"High Spender"
SP-206202,3950,12,3492,Dormant,Frequent,"High Spender"
MH-174401,3901,13,3492,Dormant,Frequent,"High Spender"
AG-106754,3990,15,3489,Dormant,Frequent,"High Spender"
KD-162703,3932,16,3488,Dormant,Frequent,"High Spender"
ED-138854,4028,14,3487,Dormant,Frequent,"High Spender"
TB-215203,3923,14,3486,Dormant,Frequent,"High Spender"
ND-183702,4285,8,3485,Dormant,Occasional,"High Spender"
SM-209051,3930,9,3483,Dormant,Occasional,"High Spender"
AW-108403,4320,18,3480,Dormant,Frequent,"High Spender"
TB-216252,4135,10,3478,Dormant,Frequent,"High Spender"
LC-169602,3954,11,3477,Dormant,Frequent,"High Spender"
SN-207101,4697,8,3474,Dormant,Occasional,"High Spender"
CM-124453,3908,19,3473,Dormant,Frequent,"High Spender"
JD-60601,4033,10,3471,Dormant,Frequent,"High Spender"
EB-141101,4174,11,3471,Dormant,Frequent,"High Spender"
LO-171702,4007,15,3470,Dormant,Frequent,"High Spender"
ME-177251,3954,22,3465,Dormant,Frequent,"High Spender"
SD-204851,3911,23,3462,Dormant,Frequent,"High Spender"
DA-134501,4016,15,3460,Dormant,Frequent,"High Spender"
PW-190304,3939,13,3454,Dormant,Frequent,"High Spender"
MH-174402,3937,25,3454,Dormant,Frequent,"High Spender"
VM-216853,3925,21,3452,Dormant,Frequent,"High Spender"
AG-104951,4060,10,3451,Dormant,Frequent,"High Spender"
MV-81901,3900,8,3445,Dormant,Occasional,"High Spender"
PB-188051,3901,12,3440,Dormant,Frequent,"High Spender"
JF-154901,3905,12,3438,Dormant,Frequent,"High Spender"
BG-116951,3961,17,3436,Dormant,Frequent,"High Spender"
AB-101651,4282,10,3435,Dormant,Frequent,"High Spender"
DH-136751,3985,8,3433,Dormant,Occasional,"High Spender"
VG-217902,4003,10,3430,Dormant,Frequent,"High Spender"
CD-119802,3894,16,3430,Dormant,Frequent,"High Spender"
AH-751,3930,17,3426,Dormant,Frequent,"High Spender"
JD-161503,4091,13,3425,Dormant,Frequent,"High Spender"
SF-202004,3952,15,3424,Dormant,Frequent,"High Spender"
CL-125652,3898,14,3424,Dormant,Frequent,"High Spender"
FC-142454,3963,14,3419,Dormant,Frequent,"High Spender"
MJ-177401,3914,13,3419,Dormant,Frequent,"High Spender"
GP-47401,4583,6,3415,Dormant,Occasional,"High Spender"
DW-134802,4077,21,3412,Dormant,Frequent,"High Spender"
DH-36751,4012,9,3412,Dormant,Occasional,"High Spender"
JD-160151,3941,9,3410,Dormant,Occasional,"High Spender"
GP-147402,3901,16,3409,Dormant,Frequent,"High Spender"
SH-199754,3922,29,3408,Dormant,Frequent,"High Spender"
SG-200804,3901,11,3406,Dormant,Frequent,"High Spender"
AJ-109452,4308,9,3402,Dormant,Occasional,"High Spender"
MC-181001,3954,11,3397,Dormant,Frequent,"High Spender"
DP-130001,3954,9,3395,Dormant,Occasional,"High Spender"
JM-156553,3940,25,3393,Dormant,Frequent,"High Spender"
CB-120251,4069,5,3393,Dormant,Occasional,"High Spender"
DB-134053,4000,9,3390,Dormant,Occasional,"High Spender"
CV-128051,3897,7,3384,Dormant,Occasional,"High Spender"
TC-111452,3905,18,3384,Dormant,Frequent,"High Spender"
LH-169003,4069,14,3384,Dormant,Frequent,"High Spender"
JF-51902,4220,12,3383,Dormant,Frequent,"High Spender"
PG-188951,4094,16,3381,Dormant,Frequent,"High Spender"
AG-103903,4082,19,3380,Dormant,Frequent,"High Spender"
DJ-35103,3899,5,3376,Dormant,Occasional,"High Spender"
DV-30452,3926,25,3374,Dormant,Frequent,"High Spender"
PF-192251,3895,17,3374,Dormant,Frequent,"High Spender"
TS-216554,4131,14,3368,Dormant,Frequent,"High Spender"
JF-55651,4313,11,3367,Dormant,Frequent,"High Spender"
SC-200204,4674,17,3364,Dormant,Frequent,"High Spender"
AT-104353,3909,14,3364,Dormant,Frequent,"High Spender"
AG-103003,3895,13,3364,Dormant,Frequent,"High Spender"
KL-166451,4060,17,3364,Dormant,Frequent,"High Spender"
VP-217604,3968,14,3361,Dormant,Frequent,"High Spender"
TW-210251,3934,7,3359,Dormant,Occasional,"High Spender"
DJ-136304,3905,8,3357,Dormant,Occasional,"High Spender"
PC-187451,3975,12,3356,Dormant,Frequent,"High Spender"
GZ-145451,4168,17,3355,Dormant,Frequent,"High Spender"
RA-198853,4374,18,3354,Dormant,Frequent,"High Spender"
FM-142901,3998,13,3353,Dormant,Frequent,"High Spender"
EM-138253,4030,11,3349,Dormant,Frequent,"High Spender"
MM-182802,4604,8,3349,Dormant,Occasional,"High Spender"
PF-191653,4215,12,3347,Dormant,Frequent,"High Spender"
AB-100602,4119,7,3345,Dormant,Occasional,"High Spender"
JS-158801,4038,10,3345,Dormant,Frequent,"High Spender"
EB-141703,3912,21,3344,Dormant,Frequent,"High Spender"
DV-134654,3922,15,3343,Dormant,Frequent,"High Spender"
SC-208453,3901,23,3341,Dormant,Frequent,"High Spender"
SF-209654,3941,17,3338,Dormant,Frequent,"High Spender"
HA-149052,3998,7,3337,Dormant,Occasional,"High Spender"
DC-128504,3930,18,3336,Dormant,Frequent,"High Spender"
SD-204853,4020,10,3330,Dormant,Frequent,"High Spender"
JK-153253,4360,17,3330,Dormant,Frequent,"High Spender"
OT-187303,4011,14,3330,Dormant,Frequent,"High Spender"
DR-128801,3922,11,3328,Dormant,Frequent,"High Spender"
JG-153102,3972,10,3327,Dormant,Frequent,"High Spender"
SH-206351,4025,14,3327,Dormant,Frequent,"High Spender"
AP-109154,3991,31,3324,Dormant,Frequent,"High Spender"
JL-152353,4000,11,3320,Dormant,Frequent,"High Spender"
EH-139453,3950,20,3320,Dormant,Frequent,"High Spender"
DK-133754,3912,23,3318,Dormant,Frequent,"High Spender"
JM-152653,4075,16,3318,Dormant,Frequent,"High Spender"
SS-101403,4234,11,3316,Dormant,Frequent,"High Spender"
QJ-192552,4266,5,3314,Dormant,Occasional,"High Spender"
MZ-73352,4005,7,3314,Dormant,Occasional,"High Spender"
KH-163304,3933,18,3313,Dormant,Frequent,"High Spender"
NR-185503,3975,17,3313,Dormant,Frequent,"High Spender"
CM-119353,3929,9,3313,Dormant,Occasional,"High Spender"
HD-47851,3999,18,3311,Dormant,Frequent,"High Spender"
DW-34803,3948,13,3311,Dormant,Frequent,"High Spender"
RF-193454,4283,16,3310,Dormant,Frequent,"High Spender"
SJ-205003,4300,10,3308,Dormant,Frequent,"High Spender"
DB-129103,3895,21,3307,Dormant,Frequent,"High Spender"
GK-146202,3972,13,3307,Dormant,Frequent,"High Spender"
GD-145903,4263,11,3307,Dormant,Frequent,"High Spender"
EB-139301,3912,16,3305,Dormant,Frequent,"High Spender"
RL-196153,4368,15,3303,Dormant,Frequent,"High Spender"
PR-188801,4002,18,3303,Dormant,Frequent,"High Spender"
RR-195254,4063,10,3301,Dormant,Frequent,"High Spender"
SH-203953,3932,13,3300,Dormant,Frequent,"High Spender"
BM-116502,4047,19,3296,Dormant,Frequent,"High Spender"
PB-191503,3898,19,3294,Dormant,Frequent,"High Spender"
TS-215052,3972,6,3294,Dormant,Occasional,"High Spender"
SJ-205001,4068,15,3292,Dormant,Frequent,"High Spender"
RS-194203,4376,14,3292,Dormant,Frequent,"High Spender"
SG-200801,3929,11,3290,Dormant,Frequent,"High Spender"
SC-208452,3929,6,3289,Dormant,Occasional,"High Spender"
BD-116054,3990,20,3288,Dormant,Frequent,"High Spender"
BS-116654,4475,11,3288,Dormant,Frequent,"High Spender"
RK-193001,4020,9,3288,Dormant,Occasional,"High Spender"
DF-131352,3939,10,3288,Dormant,Frequent,"High Spender"
JL-151753,3934,16,3286,Dormant,Frequent,"High Spender"
RW-196304,3982,16,3280,Dormant,Frequent,"High Spender"
BW-110653,4010,14,3280,Dormant,Frequent,"High Spender"
SM-203202,3947,10,3279,Dormant,Frequent,"High Spender"
PJ-190152,3935,9,3278,Dormant,Occasional,"High Spender"
SH-203952,4023,12,3278,Dormant,Frequent,"High Spender"
RA-192851,4392,6,3278,Dormant,Occasional,"High Spender"
MC-181302,4168,9,3277,Dormant,Occasional,"High Spender"
SF-100652,4298,11,3276,Dormant,Frequent,"High Spender"
DL-129254,3950,14,3274,Dormant,Frequent,"High Spender"
KC-166753,4192,14,3272,Dormant,Frequent,"High Spender"
ER-38552,4005,16,3271,Dormant,Frequent,"High Spender"
BG-117402,3899,14,3270,Dormant,Frequent,"High Spender"
TH-211153,3936,23,3269,Dormant,Frequent,"High Spender"
MK-179053,3919,14,3269,Dormant,Frequent,"High Spender"
CY-127451,3962,13,3267,Dormant,Frequent,"High Spender"
EH-139452,4083,7,3265,Dormant,Occasional,"High Spender"
CP-120853,4069,12,3262,Dormant,Frequent,"High Spender"
JH-154301,3899,21,3258,Dormant,Frequent,"High Spender"
JO-151454,3950,13,3257,Dormant,Frequent,"High Spender"
RB-94652,4180,6,3257,Dormant,Occasional,"High Spender"
DK-128354,3914,27,3256,Dormant,Frequent,"High Spender"
AS-100904,3921,25,3255,Dormant,Frequent,"High Spender"
DS-130301,4028,11,3254,Dormant,Frequent,"High Spender"
PS-187603,3928,13,3252,Dormant,Frequent,"High Spender"
AH-100754,3927,20,3251,Dormant,Frequent,"High Spender"
BH-17102,3986,19,3251,Dormant,Frequent,"High Spender"
HG-149654,3916,17,3250,Dormant,Frequent,"High Spender"
LC-169604,4329,7,3247,Dormant,Occasional,"High Spender"
CS-123551,3927,8,3244,Dormant,Occasional,"High Spender"
TS-213701,3962,9,3242,Dormant,Occasional,"High Spender"
CT-119954,3989,18,3241,Dormant,Frequent,"High Spender"
TC-215351,3941,14,3241,Dormant,Frequent,"High Spender"
EB-137504,3928,20,3236,Dormant,Frequent,"High Spender"
PV-89852,4095,5,3235,Dormant,Occasional,"High Spender"
SR-204254,3901,9,3234,Dormant,Occasional,"High Spender"
LW-169904,3926,11,3232,Dormant,Frequent,"High Spender"
MH-174552,3947,13,3228,Dormant,Frequent,"High Spender"
PA-90601,4297,6,3223,Dormant,Occasional,"High Spender"
TT-210702,4250,18,3223,Dormant,Frequent,"High Spender"
RS-194204,3969,9,3221,Dormant,Occasional,"High Spender"
ML-173953,4273,10,3221,Dormant,Frequent,"High Spender"
JK-156403,3910,11,3219,Dormant,Frequent,"High Spender"
AM-103601,3908,13,3217,Dormant,Frequent,"High Spender"
SG-206053,3968,15,3217,Dormant,Frequent,"High Spender"
LS-172002,4308,5,3216,Dormant,Occasional,"High Spender"
AS-102854,3912,8,3215,Dormant,Occasional,"High Spender"
SC-207253,3900,13,3215,Dormant,Frequent,"High Spender"
VM-216851,3956,13,3213,Dormant,Frequent,"High Spender"
AG-103001,3920,9,3212,Dormant,Occasional,"High Spender"
JJ-154451,4242,12,3212,Dormant,Frequent,"High Spender"
SC-205752,3971,18,3210,Dormant,Frequent,"High Spender"
RS-198702,4278,12,3208,Dormant,Frequent,"High Spender"
MP-174704,4612,14,3207,Dormant,Frequent,"High Spender"
BW-111103,4297,15,3206,Dormant,Frequent,"High Spender"
CS-123554,3899,22,3201,Dormant,Frequent,"High Spender"
BT-116804,3913,20,3197,Dormant,Frequent,"High Spender"
TS-213402,3963,12,3196,Dormant,Frequent,"High Spender"
DG-133004,3925,8,3195,Dormant,Occasional,"High Spender"
MO-175003,3929,24,3190,Dormant,Frequent,"High Spender"
BD-113202,4098,16,3189,Dormant,Frequent,"High Spender"
EM-140951,4086,13,3189,Dormant,Frequent,"High Spender"
NG-183553,4080,11,3188,Dormant,Frequent,"High Spender"
CS-118603,4286,18,3188,Dormant,Frequent,"High Spender"
CD-122802,3934,17,3185,Dormant,Frequent,"High Spender"
JC-157752,3894,13,3185,Dormant,Frequent,"High Spender"
MN-179352,3901,9,3182,Dormant,Occasional,"High Spender"
BF-111703,3912,15,3179,Dormant,Frequent,"High Spender"
HH-150103,3954,15,3178,Dormant,Frequent,"High Spender"
JB-160453,3893,11,3176,Dormant,Frequent,"High Spender"
JL-155054,3942,17,3175,Dormant,Frequent,"High Spender"
SC-207703,3933,22,3174,Dormant,Frequent,"High Spender"
BP-112901,3993,11,3172,Dormant,Frequent,"High Spender"
TC-214752,3894,8,3170,Dormant,Occasional,"High Spender"
RA-92853,4255,15,3170,Dormant,Frequent,"High Spender"
CD-119803,3981,20,3170,Dormant,Frequent,"High Spender"
MG-181451,3926,5,3170,Dormant,Occasional,"High Spender"
DL-129253,3961,21,3169,Dormant,Frequent,"High Spender"
BT-114401,3944,8,3168,Dormant,Occasional,"High Spender"
GM-146804,4045,11,3164,Dormant,Frequent,"High Spender"
CS-125053,3920,11,3164,Dormant,Frequent,"High Spender"
JE-157152,3947,20,3163,Dormant,Frequent,"High Spender"
JP-154602,4203,13,3163,Dormant,Frequent,"High Spender"
JM-152504,3930,19,3158,Dormant,Frequent,"High Spender"
PV-89851,4037,7,3156,Dormant,Occasional,"High Spender"
CK-122054,3932,32,3154,Dormant,Frequent,"High Spender"
MC-175753,3924,17,3154,Dormant,Frequent,"High Spender"
KB-162404,3897,10,3152,Dormant,Frequent,"High Spender"
MS-177704,4014,19,3146,Dormant,Frequent,"High Spender"
AB-1501,4291,8,3145,Dormant,Occasional,"High Spender"
TS-216103,4265,25,3140,Dormant,Frequent,"High Spender"
RC-199601,4035,11,3140,Dormant,Frequent,"High Spender"
TC-215353,3893,16,3138,Dormant,Frequent,"High Spender"
DP-130003,4287,18,3135,Dormant,Frequent,"High Spender"
RD-199004,4007,21,3134,Dormant,Frequent,"High Spender"
MG-182053,3909,13,3134,Dormant,Frequent,"High Spender"
EJ-141553,4492,6,3131,Dormant,Occasional,"High Spender"
SP-205451,3949,9,3130,Dormant,Occasional,"High Spender"
TN-210404,3983,12,3129,Dormant,Frequent,"High Spender"
SN-207104,3972,19,3128,Dormant,Frequent,"High Spender"
EB-137052,4602,10,3127,Dormant,Frequent,"High Spender"
SG-206054,4001,13,3126,Dormant,Frequent,"High Spender"
FW-143953,3956,22,3118,Dormant,Frequent,"High Spender"
IM-50551,4265,8,3118,Dormant,Occasional,"High Spender"
RE-194053,3928,12,3116,Dormant,Frequent,"High Spender"
GM-146802,3900,14,3115,Dormant,Frequent,"High Spender"
MN-179353,4012,17,3112,Dormant,Frequent,"High Spender"
AG-109002,4265,12,3108,Dormant,Frequent,"High Spender"
BW-110651,3943,12,3107,Dormant,Frequent,"High Spender"
BD-117701,3968,12,3106,Dormant,Frequent,"High Spender"
JD-157903,3908,13,3104,Dormant,Frequent,"High Spender"
KH-163604,3894,14,3102,Dormant,Frequent,"High Spender"
SF-202002,3898,7,3100,Dormant,Occasional,"High Spender"
VP-217303,3961,12,3100,Dormant,Frequent,"High Spender"
PK-190751,4068,8,3098,Dormant,Occasional,"High Spender"
JK-57302,4734,12,3097,Dormant,Frequent,"High Spender"
ON-187151,4018,13,3094,Dormant,Frequent,"High Spender"
AH-2101,4773,5,3090,Dormant,Occasional,"High Spender"
PG-188204,3929,26,3088,Dormant,Frequent,"High Spender"
HZ-149502,3929,20,3085,Dormant,Frequent,"High Spender"
PB-91502,4035,15,3085,Dormant,Frequent,"High Spender"
DC-128501,3990,18,3085,Dormant,Frequent,"High Spender"
EH-141254,4045,18,3084,Dormant,Frequent,"High Spender"
LL-68401,3928,17,3082,Dormant,Frequent,"High Spender"
SW-202752,3985,8,3081,Dormant,Occasional,"High Spender"
ED-138852,3908,17,3080,Dormant,Frequent,"High Spender"
GM-144554,3909,12,3078,Dormant,Frequent,"High Spender"
JD-161502,4377,13,3075,Dormant,Frequent,"High Spender"
EB-141104,4006,11,3073,Dormant,Frequent,"High Spender"
CV-28051,4310,5,3070,Dormant,Occasional,"High Spender"
DK-133752,3947,10,3069,Dormant,Frequent,"High Spender"
MG-181454,3977,8,3062,Dormant,Occasional,"High Spender"
CM-18301,4041,8,3061,Dormant,Occasional,"High Spender"
MJ-177403,3987,18,3061,Dormant,Frequent,"High Spender"
KM-166602,4006,11,3059,Dormant,Frequent,"High Spender"
TG-213104,4230,9,3059,Dormant,Occasional,"High Spender"
KT-164654,4284,14,3058,Dormant,Frequent,"High Spender"
MC-175903,3963,17,3057,Dormant,Frequent,"High Spender"
SS-204104,4003,12,3056,Dormant,Frequent,"High Spender"
SL-201554,3963,9,3053,Dormant,Occasional,"High Spender"
RS-197651,4060,8,3052,Dormant,Occasional,"High Spender"
AS-100454,3981,10,3051,Dormant,Frequent,"High Spender"
AH-100753,4123,7,3044,Dormant,Occasional,"High Spender"
GZ-145452,4033,10,3043,Dormant,Frequent,"High Spender"
CA-22652,3998,9,3042,Dormant,Occasional,"High Spender"
CS-124003,3894,10,3041,Dormant,Frequent,"High Spender"
CA-127754,4013,17,3040,Dormant,Frequent,"High Spender"
KA-165253,3934,17,3039,Dormant,Frequent,"High Spender"
CS-119504,3918,22,3038,Dormant,Frequent,"High Spender"
KC-162551,3954,15,3037,Dormant,Frequent,"High Spender"
DG-133003,3923,15,3034,Dormant,Frequent,"High Spender"
LA-67802,3894,14,3030,Dormant,Frequent,"High Spender"
RF-193452,3985,7,3029,Dormant,Occasional,"High Spender"
VD-216703,3950,11,3028,Dormant,Frequent,"High Spender"
LC-168853,3933,8,3025,Dormant,Occasional,"High Spender"
AY-105552,4042,5,3023,Dormant,Occasional,"High Spender"
DL-128652,4011,16,3023,Dormant,Frequent,"High Spender"
RD-98101,3946,6,3021,Dormant,Occasional,"High Spender"
CM-118153,3991,13,3020,Dormant,Frequent,"High Spender"
MW-182352,4087,20,3020,Dormant,Frequent,"High Spender"
DN-136902,3934,9,3020,Dormant,Occasional,"High Spender"
TS-214302,3912,13,3018,Dormant,Frequent,"High Spender"
JD-160602,3962,10,3015,Dormant,Frequent,"High Spender"
RM-196752,3897,15,3011,Dormant,Frequent,"High Spender"
NF-184751,4343,12,3008,Dormant,Frequent,"High Spender"
BS-118002,4027,15,3002,Dormant,Frequent,"High Spender"
RW-196301,4214,9,3001,Dormant,Occasional,"High Spender"
PB-188053,3965,12,3001,Dormant,Frequent,"High Spender"
RH-195552,3900,12,2999,Dormant,Frequent,"High Spender"
BW-12001,4026,13,2997,Dormant,Frequent,"High Spender"
GR-145602,3942,11,2996,Dormant,Frequent,"High Spender"
XP-218653,4132,6,2996,Dormant,Occasional,"High Spender"
MY-82951,3936,13,2993,Dormant,Frequent,"High Spender"
LS-169754,3913,22,2989,Dormant,Frequent,"High Spender"
SC-208451,3937,8,2987,Dormant,Occasional,"High Spender"
MH-180254,3942,10,2986,Dormant,Frequent,"High Spender"
FA-142304,3990,17,2984,Dormant,Frequent,"High Spender"
TG-216401,3935,15,2980,Dormant,Frequent,"High Spender"
MC-72752,4265,5,2979,Dormant,Occasional,"High Spender"
DH-130753,3985,13,2978,Dormant,Frequent,"High Spender"
DB-131204,3941,14,2974,Dormant,Frequent,"High Spender"
Dl-136002,4053,13,2973,Dormant,Frequent,"High Spender"
MG-176502,4030,15,2972,Dormant,Frequent,"High Spender"
DA-134502,4053,14,2972,Dormant,Frequent,"High Spender"
TH-215503,3898,14,2972,Dormant,Frequent,"High Spender"
FH-142752,3996,9,2972,Dormant,Occasional,"High Spender"
BE-114552,3896,13,2971,Dormant,Frequent,"High Spender"
RE-194503,4360,6,2970,Dormant,Occasional,"High Spender"
NS-186404,4067,26,2966,Dormant,Frequent,"High Spender"
SM-209503,3971,14,2966,Dormant,Frequent,"High Spender"
RB-94352,4377,13,2964,Dormant,Frequent,"High Spender"
RA-192853,4231,10,2964,Dormant,Frequent,"High Spender"
RP-193903,3926,20,2963,Dormant,Frequent,"High Spender"
TB-215951,3942,17,2963,Dormant,Frequent,"High Spender"
RH-194953,3917,15,2961,Dormant,Frequent,"High Spender"
RD-96601,3920,8,2960,Dormant,Occasional,"High Spender"
JW-160753,4153,8,2959,Dormant,Occasional,"High Spender"
JD-161501,3893,11,2958,Dormant,Frequent,"High Spender"
PB-191051,3981,9,2957,Dormant,Occasional,"High Spender"
